method,solver_params,pp_params_str,N,T,c,expected_res,nᵣ,objective,res_budget_μ,mean_r,median_r,min_r,max_r,mean_u,median_u,min_u,max_u,mean_nₛ,median_nₛ,min_nₛ,max_nₛ,mean_nᵣ,median_nᵣ,min_nᵣ,max_nᵣ,mean_time,median_time,min_time,max_time,mean_bytes,median_bytes,min_bytes,max_bytes,n_iterations,rng,reuse_tree,exploration_constant,depth
mcts_vanilla_depth=2_exploration_constant=25.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0xd84e56788caaf77c, 0xa67c5ab1af6869a8, 0x2fffcd4b191641d7, 0x2212b1ad73ae5de0), :reuse_tree => true, :exploration_constant => 25.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.26,28.0,12.0,48.0,8.0,8.0,4,13,6.91,7.0,3,11,17.5,17.5,10,23,0.16632384861,0.16380118,0.144119455,0.212722738,589217.12,234496.0,157984,7516288,2000,"Xoshiro(0xd84e56788caaf77c, 0xa67c5ab1af6869a8, 0x2fffcd4b191641d7, 0x2212b1ad73ae5de0)",true,25.0,2
mcts_vanilla_depth=2_exploration_constant=25.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0x429efabe4d54398c, 0x722841d309d94628, 0x5c78082881efb239, 0x8d1a9804521b79b1), :reuse_tree => true, :exploration_constant => 25.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.24,30.0,10.0,44.0,8.13,8.0,3,12,6.99,7.0,3,11,17.5,17.5,10,23,0.12390271539999999,0.1223569125,0.108338661,0.163869467,573263.36,253744.0,157120,7597408,1500,"Xoshiro(0x429efabe4d54398c, 0x722841d309d94628, 0x5c78082881efb239, 0x8d1a9804521b79b1)",true,25.0,2
mcts_vanilla_depth=2_exploration_constant=25.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x3eaa74388f1b2eac, 0x9ee97248d459e257, 0x3b026fb830cf814c, 0x5f3da1fcb5eb2ffd), :reuse_tree => true, :exploration_constant => 25.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.64,28.0,12.0,44.0,8.37,8.0,4,13,7.15,7.0,3,11,17.5,17.5,10,23,0.08312893273000001,0.082024604,0.072607946,0.12973326,646402.16,266656.0,156928,7467232,1000,"Xoshiro(0x3eaa74388f1b2eac, 0x9ee97248d459e257, 0x3b026fb830cf814c, 0x5f3da1fcb5eb2ffd)",true,25.0,2
mcts_vanilla_depth=2_exploration_constant=15.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x7bf8b6706c882040, 0x4bc3a8c8cc9b1642, 0xe55959d95ff0ab7b, 0x573de193e66a1cab), :reuse_tree => true, :exploration_constant => 15.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.78,28.0,8.0,46.0,8.34,8.0,2,12,7.19,7.0,2,11,17.5,17.5,10,23,0.06826335824999999,0.06630291199999999,0.05938044,0.12674,582375.6,247984.0,155968,7641808,800,"Xoshiro(0x7bf8b6706c882040, 0x4bc3a8c8cc9b1642, 0xe55959d95ff0ab7b, 0x573de193e66a1cab)",true,15.0,2
mcts_vanilla_depth=2_exploration_constant=15.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x788c7f7c71f96879, 0x45e967b7210c5489, 0x4e5c177bd6a14f1a, 0x13ca15e23802ca2c), :reuse_tree => true, :exploration_constant => 15.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.7,27.0,10.0,46.0,8.28,8.0,3,14,7.12,7.0,3,11,17.5,17.5,10,23,0.04902487976,0.049048289999999994,0.043330932,0.05987723,560056.56,246448.0,154240,7518976,600,"Xoshiro(0x788c7f7c71f96879, 0x45e967b7210c5489, 0x4e5c177bd6a14f1a, 0x13ca15e23802ca2c)",true,15.0,2
mcts_vanilla_depth=2_exploration_constant=15.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x6f964d14103f5516, 0x5043f4656ae899a5, 0xa3da8a54f8cd5bd5, 0x3a81d896b7b74f2f), :reuse_tree => true, :exploration_constant => 15.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.68,28.0,14.0,44.0,8.38,8.0,5,12,7.23,7.0,4,12,17.5,17.5,10,23,0.03289948039999999,0.032840191500000004,0.030130576,0.036996222,488251.68,245680.0,159136,9506640,400,"Xoshiro(0x6f964d14103f5516, 0x5043f4656ae899a5, 0xa3da8a54f8cd5bd5, 0x3a81d896b7b74f2f)",true,15.0,2
mcts_vanilla_depth=2_exploration_constant=15.0_n_iterations=2000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 2000, :rng => Xoshiro(0xceeab9f457303bd6, 0x891d5635958eca92, 0xb5dfea7fb00fa9f3, 0x195232a61af819ab), :reuse_tree => true, :exploration_constant => 15.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.5,28.0,8.0,44.0,7.91,8.0,2,12,6.84,7.0,2,10,17.5,17.5,10,23,0.16762809929,0.16396359100000002,0.143892736,0.226337942,594062.24,241264.0,156928,7588768,2000,"Xoshiro(0xceeab9f457303bd6, 0x891d5635958eca92, 0xb5dfea7fb00fa9f3, 0x195232a61af819ab)",true,15.0,2
mcts_vanilla_depth=2_exploration_constant=15.0_n_iterations=1500_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1500, :rng => Xoshiro(0xdb147c33e05c4a9b, 0x904f3acd18227fa4, 0xf6c3a3efa5c07ca7, 0x87bfd7e0e0457cef), :reuse_tree => true, :exploration_constant => 15.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,29.02,28.0,8.0,46.0,7.97,8.0,2,12,6.84,7.0,2,11,17.5,17.5,10,23,0.12412952942999998,0.12352101900000001,0.108115991,0.161316059,577360.64,251488.0,157408,7416832,1500,"Xoshiro(0xdb147c33e05c4a9b, 0x904f3acd18227fa4, 0xf6c3a3efa5c07ca7, 0x87bfd7e0e0457cef)",true,15.0,2
mcts_vanilla_depth=2_exploration_constant=15.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x2c5e8dc6d6cf692f, 0xa0fef061f4bca7f3, 0xecd1a5badb624d67, 0xca655e4424808ec1), :reuse_tree => true, :exploration_constant => 15.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.6,28.0,8.0,44.0,8.22,8.0,3,13,7.05,7.0,3,10,17.5,17.5,10,23,0.08442712396000002,0.082499136,0.072866876,0.121202402,639949.04,241360.0,154240,7466272,1000,"Xoshiro(0x2c5e8dc6d6cf692f, 0xa0fef061f4bca7f3, 0xecd1a5badb624d67, 0xca655e4424808ec1)",true,15.0,2
mcts_vanilla_depth=2_exploration_constant=10.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x749308b890241dd5, 0xbe3b2b5aaefd3f77, 0xb0928afefb589bf3, 0xa4436b7776aa587a), :reuse_tree => true, :exploration_constant => 10.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.54,28.0,8.0,42.0,8.2,8.0,2,12,7.07,7.0,2,10,17.5,17.5,10,23,0.06338369205,0.06389595049999999,0.057591383,0.068501259,577567.92,252688.0,157024,7334704,800,"Xoshiro(0x749308b890241dd5, 0xbe3b2b5aaefd3f77, 0xb0928afefb589bf3, 0xa4436b7776aa587a)",true,10.0,2
mcts_vanilla_depth=2_exploration_constant=10.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0xe14b16932f988533, 0x58be430233de7504, 0xcee360338568ddb4, 0x656bf08bdd3e54b9), :reuse_tree => true, :exploration_constant => 10.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.42,28.0,10.0,44.0,8.32,8.0,3,12,7.15,7.0,3,11,17.5,17.5,10,23,0.049517461340000006,0.04940626150000001,0.04422361,0.064020416,562426.8,248368.0,156736,7318816,600,"Xoshiro(0xe14b16932f988533, 0x58be430233de7504, 0xcee360338568ddb4, 0x656bf08bdd3e54b9)",true,10.0,2
mcts_vanilla_depth=2_exploration_constant=10.0_n_iterations=50_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 50, :rng => Xoshiro(0xa705a010199b3bca, 0x0ba17c22f19f7c04, 0x30ac10eab6e3a256, 0xd2444b74a2028356), :reuse_tree => true, :exploration_constant => 10.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,22.66,22.0,4.0,44.0,7.87,8.0,1,13,6.63,7.0,1,11,17.5,17.5,10,23,0.00431214815,0.0043100529999999995,0.00374221,0.004845694,417737.68,208480.0,158848,5030928,50,"Xoshiro(0xa705a010199b3bca, 0x0ba17c22f19f7c04, 0x30ac10eab6e3a256, 0xd2444b74a2028356)",true,10.0,2
mcts_vanilla_depth=2_exploration_constant=10.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x6f964d14103f5516, 0x5043f4656ae899a5, 0xa3da8a54f8cd5bd5, 0x3a81d896b7b74f2f), :reuse_tree => true, :exploration_constant => 10.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.56,26.0,8.0,44.0,8.31,8.0,3,13,7.24,7.0,3,11,17.5,17.5,10,23,0.03152019894,0.031454683,0.028454182,0.045700935,485520.48,235456.0,155392,5109648,400,"Xoshiro(0x6f964d14103f5516, 0x5043f4656ae899a5, 0xa3da8a54f8cd5bd5, 0x3a81d896b7b74f2f)",true,10.0,2
mcts_vanilla_depth=2_exploration_constant=10.0_n_iterations=300_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 300, :rng => Xoshiro(0x416b43a7d8050ae3, 0xaa56681047688e5f, 0x396e729bd9eab93e, 0x9e5ae606f9f76706), :reuse_tree => true, :exploration_constant => 10.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,27.26,26.0,10.0,42.0,8.43,8.0,4,13,7.25,7.0,3,11,17.5,17.5,10,23,0.023808540499999996,0.0237167275,0.021063031,0.039195765,456362.32,244480.0,162784,5120784,300,"Xoshiro(0x416b43a7d8050ae3, 0xaa56681047688e5f, 0x396e729bd9eab93e, 0x9e5ae606f9f76706)",true,10.0,2
mcts_vanilla_depth=2_exploration_constant=10.0_n_iterations=200_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 200, :rng => Xoshiro(0xa6c885fe98943428, 0xc136ed840396c4a0, 0x29857acb3bbf6a0b, 0xf5c372c7b3d7172c), :reuse_tree => true, :exploration_constant => 10.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,26.42,26.0,10.0,44.0,8.4,8.0,3,14,7.19,7.0,3,11,17.5,17.5,10,23,0.01584105502,0.015867649,0.014203711,0.01718941,444021.2,220816.0,156640,5194128,200,"Xoshiro(0xa6c885fe98943428, 0xc136ed840396c4a0, 0x29857acb3bbf6a0b, 0xf5c372c7b3d7172c)",true,10.0,2
mcts_vanilla_depth=2_exploration_constant=10.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x7b6ded6540d96f65, 0xfa8411cbcf6e7748, 0xefb4e0fbbd642883, 0xb63a3146a59f6d5c), :reuse_tree => true, :exploration_constant => 10.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,28.96,29.0,8.0,46.0,8.06,8.0,2,13,6.96,7.0,2,11,17.5,17.5,10,23,0.07897481038000001,0.079296592,0.069822186,0.085692041,643610.48,243328.0,158752,7470784,1000,"Xoshiro(0x7b6ded6540d96f65, 0xfa8411cbcf6e7748, 0xefb4e0fbbd642883, 0xb63a3146a59f6d5c)",true,10.0,2
mcts_vanilla_depth=2_exploration_constant=1.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x33b65fd98585ef54, 0xfd03b7e4e678c41f, 0x02ab55729c032819, 0xeb2290555c90ee08), :reuse_tree => true, :exploration_constant => 1.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,25.56,26.0,12.0,40.0,9.23,9.0,5,13,7.92,8.0,4,11,17.5,17.5,10,23,0.061314911500000006,0.061564321500000005,0.055790335,0.071304237,585671.28,250720.0,155776,7634032,800,"Xoshiro(0x33b65fd98585ef54, 0xfd03b7e4e678c41f, 0x02ab55729c032819, 0xeb2290555c90ee08)",true,1.0,2
mcts_vanilla_depth=2_exploration_constant=1.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x17c535b068e868fb, 0x12b2860988e184ff, 0x0887ec11e09f3a35, 0xa9ae1633601a0eb3), :reuse_tree => true, :exploration_constant => 1.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.84,24.0,12.0,40.0,9.07,9.0,4,14,7.69,8.0,4,11,17.5,17.5,10,23,0.04636786153999999,0.0464315925,0.041462707,0.062118737,568616.88,257536.0,154144,7581664,600,"Xoshiro(0x17c535b068e868fb, 0x12b2860988e184ff, 0x0887ec11e09f3a35, 0xa9ae1633601a0eb3)",true,1.0,2
mcts_vanilla_depth=2_exploration_constant=1.0_n_iterations=50_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 50, :rng => Xoshiro(0x878f6f26d87e940e, 0xe781a512efca795b, 0xefdac01701a8f4ea, 0x9a79fe5d0373c2cb), :reuse_tree => true, :exploration_constant => 1.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.3,23.0,10.0,48.0,8.66,9.0,4,13,7.32,7.0,3,12,17.5,17.5,10,23,0.00431806407,0.0043097615,0.003844,0.005066091,414392.08,199888.0,156160,4960176,50,"Xoshiro(0x878f6f26d87e940e, 0xe781a512efca795b, 0xefdac01701a8f4ea, 0x9a79fe5d0373c2cb)",true,1.0,2
mcts_vanilla_depth=2_exploration_constant=1.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0x92411b98f3cbf3ad, 0x6e2aadcc68eee92b, 0x20dd7cf36de2b4c3, 0x5de2d72c2863a24d), :reuse_tree => true, :exploration_constant => 1.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.78,24.0,12.0,40.0,9.01,9.0,5,14,7.75,8.0,3,11,17.5,17.5,10,23,0.03099679575,0.030809581000000003,0.027856826,0.042684115,489127.2,235792.0,155104,5000208,400,"Xoshiro(0x92411b98f3cbf3ad, 0x6e2aadcc68eee92b, 0x20dd7cf36de2b4c3, 0x5de2d72c2863a24d)",true,1.0,2
mcts_vanilla_depth=2_exploration_constant=1.0_n_iterations=300_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 300, :rng => Xoshiro(0x0e8caad87bea084f, 0x825ccfee7d4e29bf, 0x3b926c580a17a7f7, 0xe2b8393e73231dd9), :reuse_tree => true, :exploration_constant => 1.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.6,24.0,8.0,40.0,8.97,9.0,2,13,7.7,8.0,2,12,17.5,17.5,10,23,0.023166410539999998,0.0232588865,0.020784213,0.024767699,455502.16,243232.0,157792,5222352,300,"Xoshiro(0x0e8caad87bea084f, 0x825ccfee7d4e29bf, 0x3b926c580a17a7f7, 0xe2b8393e73231dd9)",true,1.0,2
mcts_vanilla_depth=2_exploration_constant=1.0_n_iterations=200_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 200, :rng => Xoshiro(0xee1d8ae7915b4808, 0xe42fac4a045869b3, 0x4a3248d441b5c241, 0x65995ba344f27f7a), :reuse_tree => true, :exploration_constant => 1.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,25.7,26.0,8.0,40.0,9.2,9.0,4,15,7.76,8.0,3,12,17.5,17.5,10,23,0.0158079928,0.015854025,0.013465991,0.017149388,446905.04,237568.0,159136,5001360,200,"Xoshiro(0xee1d8ae7915b4808, 0xe42fac4a045869b3, 0x4a3248d441b5c241, 0x65995ba344f27f7a)",true,1.0,2
mcts_vanilla_depth=2_exploration_constant=1.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x22ea32aa02ee8bfc, 0xb3519a146592c4d7, 0x2dd919da188bdee5, 0x53be2d5db98b18ee), :reuse_tree => true, :exploration_constant => 1.0, :depth => 2)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.6,24.0,14.0,42.0,8.98,9.0,5,14,7.68,7.0,4,11,17.5,17.5,10,23,0.07645576267000001,0.076495919,0.068662795,0.082910197,655749.68,255664.0,155392,7745248,1000,"Xoshiro(0x22ea32aa02ee8bfc, 0xb3519a146592c4d7, 0x2dd919da188bdee5, 0x53be2d5db98b18ee)",true,1.0,2
mcts_vanilla_depth=20_exploration_constant=5.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0xc70305fd38298ec1, 0x8470f32ab0c3a7e9, 0x3f11235d97aa5fcb, 0xf3de86fcabaff57d), :reuse_tree => true, :exploration_constant => 5.0, :depth => 20)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.66,24.0,4.0,40.0,7.07,7.0,2,12,6.07,6.0,2,10,17.5,17.5,10,23,0.29034287065000003,0.293483543,0.235374226,0.302409563,844078.16,195472.0,164608,19319472,800,"Xoshiro(0xc70305fd38298ec1, 0x8470f32ab0c3a7e9, 0x3f11235d97aa5fcb, 0xf3de86fcabaff57d)",true,5.0,20
mcts_vanilla_depth=20_exploration_constant=5.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x1c8854c7eeb0812f, 0x1b3c4f3134755d7f, 0xb8523a914633d34b, 0x2f588748cb4f0659), :reuse_tree => true, :exploration_constant => 5.0, :depth => 20)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.46,24.0,6.0,44.0,7.25,7.0,2,12,6.23,6.0,2,10,17.5,17.5,10,23,0.21584901730000003,0.21761400250000001,0.172832845,0.22660772,803413.52,198496.0,165856,19506192,600,"Xoshiro(0x1c8854c7eeb0812f, 0x1b3c4f3134755d7f, 0xb8523a914633d34b, 0x2f588748cb4f0659)",true,5.0,20
mcts_vanilla_depth=20_exploration_constant=5.0_n_iterations=50_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 50, :rng => Xoshiro(0xc31b98f8c6f6ca61, 0x26f6f1355753717a, 0xecd780d6cd2819e7, 0x8253c7f40ab8b3b1), :reuse_tree => true, :exploration_constant => 5.0, :depth => 20)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,21.22,20.0,4.0,40.0,6.33,6.0,1,12,5.52,5.0,1,10,17.5,17.5,10,23,0.01859344386,0.019318515,0.010035237,0.021940447,434609.68,186400.0,159232,5255760,50,"Xoshiro(0xc31b98f8c6f6ca61, 0x26f6f1355753717a, 0xecd780d6cd2819e7, 0x8253c7f40ab8b3b1)",true,5.0,20
mcts_vanilla_depth=20_exploration_constant=5.0_n_iterations=400_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 400, :rng => Xoshiro(0xd984a530e3537be1, 0xdc500477641e3f1f, 0xcd60f01e7aa6946c, 0x972f8d2fe2a06b33), :reuse_tree => true, :exploration_constant => 5.0, :depth => 20)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.92,23.0,8.0,42.0,6.94,7.0,2,11,5.95,6.0,2,10,17.5,17.5,10,23,0.14448847985000002,0.146527868,0.114086177,0.152535536,868579.04,195184.0,164128,19789968,400,"Xoshiro(0xd984a530e3537be1, 0xdc500477641e3f1f, 0xcd60f01e7aa6946c, 0x972f8d2fe2a06b33)",true,5.0,20
mcts_vanilla_depth=20_exploration_constant=5.0_n_iterations=300_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 300, :rng => Xoshiro(0x662d5c83e78ad16a, 0x0cf0f00b8a0b856f, 0x8da3ffc4a3291ffe, 0x8584826bcda4e0d7), :reuse_tree => true, :exploration_constant => 5.0, :depth => 20)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.38,22.0,8.0,44.0,7.02,7.0,2,12,6.09,6.0,2,10,17.5,17.5,10,23,0.10824249685999998,0.1104300285,0.08231203,0.114980752,805622.8,193696.0,162784,19360464,300,"Xoshiro(0x662d5c83e78ad16a, 0x0cf0f00b8a0b856f, 0x8da3ffc4a3291ffe, 0x8584826bcda4e0d7)",true,5.0,20
mcts_vanilla_depth=20_exploration_constant=5.0_n_iterations=200_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 200, :rng => Xoshiro(0xd2d61771ec85d4cf, 0x84fd54100afd5aa3, 0xb6597867b0e93fbf, 0x691aded56fa0c6a4), :reuse_tree => true, :exploration_constant => 5.0, :depth => 20)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.64,24.0,4.0,44.0,6.98,7.0,2,12,5.99,6.0,2,11,17.5,17.5,10,23,0.07195448212999998,0.07329102600000001,0.051739614,0.077660135,575078.0,185392.0,164704,7618096,200,"Xoshiro(0xd2d61771ec85d4cf, 0x84fd54100afd5aa3, 0xb6597867b0e93fbf, 0x691aded56fa0c6a4)",true,5.0,20
mcts_vanilla_depth=20_exploration_constant=5.0_n_iterations=1000_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 1000, :rng => Xoshiro(0x79fadb20338f639e, 0x7d53e6850ec96a76, 0xd5df61d494d49d9e, 0x267305dfa61338f5), :reuse_tree => true, :exploration_constant => 5.0, :depth => 20)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,24.66,24.0,8.0,44.0,7.23,7.0,2,11,6.23,6.0,2,10,17.5,17.5,10,23,0.36538874094999996,0.368042311,0.305177845,0.378021651,896025.04,210400.0,167008,19322352,1000,"Xoshiro(0x79fadb20338f639e, 0x7d53e6850ec96a76, 0xd5df61d494d49d9e, 0x267305dfa61338f5)",true,5.0,20
mcts_vanilla_depth=20_exploration_constant=3.0_n_iterations=800_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 800, :rng => Xoshiro(0x1562e3ed70a863bb, 0x8e90da20700ee004, 0x3da42e1ef25637a3, 0x0724ea5215b6f1ca), :reuse_tree => true, :exploration_constant => 3.0, :depth => 20)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.02,24.0,0.0,46.0,7.1,7.0,0,12,6.05,6.0,0,11,17.5,17.5,10,23,0.28488036094,0.28670937399999996,0.238616572,0.300493249,840668.24,205216.0,170464,20962800,800,"Xoshiro(0x1562e3ed70a863bb, 0x8e90da20700ee004, 0x3da42e1ef25637a3, 0x0724ea5215b6f1ca)",true,3.0,20
mcts_vanilla_depth=20_exploration_constant=3.0_n_iterations=600_reuse_tree=true,"Dict{Symbol, Any}(:n_iterations => 600, :rng => Xoshiro(0x8a47c746c465b0d9, 0x5a87acd585e2eb93, 0xb753ae38cdeb5b4f, 0x755d9cd6df4488e7), :reuse_tree => true, :exploration_constant => 3.0, :depth => 20)","Dict{Symbol, Any}(:T => 42, :c => 3, :res_budget_μ => 4.0, :nᵣ => 6, :expected_res => 12)",100,42,3,12,6,PMDPs.Revenue(),4.0,23.7,23.0,8.0,44.0,7.06,7.0,3,11,6.05,6.0,3,11,17.5,17.5,10,23,0.21577113092000005,0.21770317849999998,0.174998122,0.227939595,816130.64,203296.0,168160,19313328,600,"Xoshiro(0x8a47c746c465b0d9, 0x5a87acd585e2eb93, 0xb753ae38cdeb5b4f, 0x755d9cd6df4488e7)",true,3.0,20
